TOT_POP,0-9,20-29,30-39,40-49,50-59,60-69,70-79,80+,White-alone pop,Asian-alone pop,Hawaiian/Pacific Islander-alone pop,POP_ESTIMATE_2018,Less than a high school diploma 2014-18,High school diploma only 2014-18,Some college or associate's degree 2014-18,POVALL_2018,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Family Medicine/General Practice Primary Care (2019),ICU Beds_x,Total Population,Population Aged 60+,county_pop2018_18 and older,anycondition_number,Obesity_number,COPD_number,diabetes_number,CKD_number,Heart disease_number
6900,850,756,660,703,1030,1064,663,427,3887,50,0,6900,1168,2199,1205,1769,2746,2627,119,3.85772233,0,7420,2254,5447,3081,2261,708,1080,263,673
8924,834,850,731,938,1455,1403,1130,595,8374,143,3,8924,1461,2450,2075,1649,3036,2890,146,4.98932088,0,9059,3095,7285,3677,2470,922,1159,306,909
8326,1022,895,879,974,1178,1138,756,440,5528,44,2,8326,787,2605,1644,1738,3613,3485,128,4.654984944,0,8528,2133,6444,3672,2713,705,1104,266,694
7805,748,750,779,796,1101,1311,983,429,7438,31,1,7805,994,2338,1468,1340,3312,3200,112,4.363698954,0,7898,2612,6303,3419,2307,754,968,249,740
23606,2799,2565,2616,2635,3292,3528,1973,1215,13380,110,10,23606,2412,6958,4675,5410,9755,9301,454,13.19788309,8,24378,6183,18313,9916,7563,2036,3310,796,1999
10352,1229,1086,1141,1300,1482,1389,926,500,9789,34,3,10352,1202,2938,2226,1502,4248,4071,177,5.787701675,0,10320,2645,8038,4008,2878,913,1140,298,852
18029,2606,2182,1823,1829,2377,2459,1470,800,6446,90,2,18029,2665,3709,4236,6301,6608,6202,406,10.07983708,6,19518,4632,13383,7524,5915,1562,2703,657,1501
10673,1201,1172,1142,1413,1486,1462,949,521,9891,82,4,10673,1153,2946,2364,1856,4255,4078,177,5.967169627,0,10893,3014,8392,4155,2845,928,1212,312,886
23974,3194,3069,2717,2906,3232,2799,2033,935,21362,71,9,23974,3161,7228,4289,5592,10269,9874,395,13.40362828,0,24098,5793,18214,9903,7012,2119,2648,672,1871
20049,2416,2095,1988,2264,2652,2842,2156,1037,18778,207,10,20049,2166,5275,4789,3962,8003,7670,333,11.20919927,6,20212,5939,15482,7904,5450,1911,2422,635,1863
64000,8000,10143,7692,7157,8018,6744,4580,2420,58973,806,58,64000,6117,14318,11064,9647,28998,27702,1296,35.78177233,11,63372,12757,49491,24005,16777,4591,6208,1553,4202
8074,874,839,836,904,1192,1134,873,535,6970,11,6,8074,1062,2390,1617,1254,3568,3429,139,4.514094216,0,8309,2425,6461,3271,2236,731,974,257,726
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,219.5435369,209,392848,79133,301671,141823,104680,22960,38634,9669,23077
17948,2335,2116,2107,2034,2346,2203,1546,966,17047,73,0,17948,2121,4362,4066,3050,7175,6890,285,10.03455078,2,17514,4836,13693,7062,4902,1594,1989,523,1485
25439,3021,3415,3830,3304,3212,3059,1810,902,11188,162,17,25439,3550,7120,5723,7586,8320,7891,429,14.22269541,6,26688,5393,20043,11803,9500,2071,3458,812,1993
121421,14783,13960,16346,15799,15616,14115,10217,4642,107297,1626,84,121421,7790,25636,26748,11695,57716,55923,1793,67.88529029,16,116252,26545,93198,45316,29823,7386,10013,2667,7365
10319,1242,1153,1086,1149,1523,1300,1028,479,9389,338,5,10319,1468,2984,1858,2054,4380,4219,161,5.769251698,0,10584,2606,7923,3999,2868,1023,1305,329,952
7958,866,732,786,881,1147,1220,904,497,7569,32,2,7958,902,2622,1562,1912,2957,2829,128,4.449239753,0,7925,2684,6332,3172,2121,815,1016,266,789
127753,16636,17392,16164,15455,16730,14573,8980,4852,104707,31,0,127753,396,27083,26577,19527,57075,55032,2043,71.42544939,69,127362,26807,97228,48048,36558,9303,13439,3284,8558
17139,2726,2266,1990,2097,2029,1733,1086,613,15104,110,0,17139,2752,3859,2858,3402,5549,5290,259,9.582246813,0,17206,3266,12265,5481,4293,1230,1756,436,1147
17366,1855,1708,1603,1928,2327,2640,2100,1141,16576,96,12,17366,2027,5176,3734,3541,5798,5522,276,9.709160286,0,17041,5487,13794,7361,5421,1885,2328,616,1831
12457,1236,1171,1150,1261,1786,2009,1636,823,11994,58,5,12457,1869,3323,2790,2497,4801,4583,218,6.96458653,0,12443,4150,10061,5747,4065,1362,1661,449,1342
39126,5171,4550,4669,4627,5248,5038,3036,1685,25071,280,22,39126,4129,9543,7769,7000,15960,15074,886,21.87496288,16,40022,9680,29707,13626,10665,2824,4397,1096,2764
16603,1677,1446,1646,1842,2326,2576,1996,1115,15970,61,4,16603,1741,5387,3412,2685,5921,5610,311,9.282574469,0,16751,5519,13275,6700,4872,1637,2097,552,1607
14523,331,374,532,389,1635,488,12196,6279,2795,31,0,14523,396,516,563,502,2693,1126,31,132.4825712,61,223683,34691,179233,76903,57892,12667,18103,4704,12343
78727,9685,11284,9372,9412,10229,8533,5911,3036,72297,669,57,78727,7454,19564,13034,12505,33786,32308,1478,44.0154936,13,78706,16257,60570,30443,22532,5662,7478,1891,5173
6490,781,700,639,769,898,936,649,357,4600,18,5,6490,943,2008,1202,1509,2829,2695,134,3.628495351,0,6763,1975,5069,2713,1891,609,887,221,583
21535,2825,2501,2410,2686,2960,2533,1665,983,20259,282,16,21535,2892,5923,3721,3453,8505,8148,357,12.0400073,0,21601,4891,16200,7983,5864,1713,2329,594,1662
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,640.3742265,282,1629615,300276,1324243,414168,309873,58323,124443,33226,62250
1101,80,115,90,110,184,218,114,51,770,22,0,1101,87,225,237,190,547,522,25,0.423009302,0,1203,429,908,397,268,90,130,37,89
39383,3202,3760,4496,4754,5837,6833,4868,2273,35312,685,104,39383,2864,8461,12198,4130,14706,14117,589,15.1311311,6,37306,12967,33469,14753,9739,2736,4054,1197,2816
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,33611,563,502,2693,1126,31,88.84962686,43,225207,53616,185043,75253,58474,13660,19770,5984,13119
45602,3978,4146,4534,4494,6856,8630,5830,2601,41594,791,115,45602,3332,9557,15239,5454,21351,20506,845,17.52049972,0,45057,15872,37881,14980,10076,3186,4613,1399,3253
21627,3161,2872,2808,2477,2571,2271,1387,750,19721,357,128,21627,4174,3225,4132,2350,10969,9551,1418,8.309193622,0,21479,4027,15720,6484,4795,1121,1926,537,1111
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,441.9179332,163,1123678,231404,890424,300047,205688,46118,87571,24756,47805
27828,3219,3509,4064,3237,3581,3787,2169,1095,21808,875,55,27828,3684,6131,6840,5065,9961,9412,549,10.69164656,6,27442,6262,21974,9425,6966,2004,2790,799,1817
14523,331,19203,532,389,1635,488,246,296,2795,31,0,14523,9299,28621,563,15401,2693,1126,31,73.25937122,28,185015,49939,152857,56675,40660,10133,15421,4715,10377
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,382.0530881,164,971616,157757,712581,292272,238715,47342,85769,23776,47503
28047,4094,3680,3476,3052,3469,3169,1944,1085,25003,870,51,28047,4426,5058,5956,4271,12779,11944,835,10.77578737,0,27935,6019,20594,8369,6302,1635,2494,717,1551
136373,14460,374,17775,15790,15857,18385,10208,5110,113693,31,0,136373,8878,21615,563,502,63027,60782,2245,52.39513857,32,135490,31200,110189,39310,28870,8420,11402,3567,7805
14523,331,374,532,389,19793,16393,10002,6246,2795,31,0,14523,396,26758,563,502,71055,58200,31,69.858776,28,179957,30768,130062,59814,47343,7929,18521,4881,8852
17987,2094,1721,2173,1880,2455,2823,1733,1161,14396,296,30,17987,1478,3883,4431,2172,8725,8388,337,6.910688753,4,18195,5588,14306,5836,3906,1102,1676,502,1139
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,344.5408845,144,878744,130831,637584,292189,214228,45020,78504,20771,42090
151366,331,374,532,389,16232,11602,6634,3796,122615,31,0,151366,396,23540,32073,502,57865,53384,31,58.15551864,22,150183,20569,110402,46947,37647,6984,12751,3412,6652
64382,7550,6693,7197,6829,8928,10336,6668,3024,56154,887,0,64382,6872,13951,18247,11689,29116,27594,1522,24.73586275,8,64095,19092,50892,21992,15268,4927,6847,2028,4675
30802,2987,5363,5067,4196,3732,3469,1997,1037,24988,478,0,30802,3853,7444,8396,3653,9899,9425,474,11.83427114,0,31470,5929,25535,9937,7329,1891,2608,762,1710
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,3882.586846,2126,10105722,1800341,7916625,2877316,2097906,434075,952335,237766,434790
14523,331,374,532,389,17774,15988,9742,4785,2795,31,0,14523,396,24249,31404,502,61528,57212,31,60.57831307,10,154440,28392,114333,51784,37501,8657,14552,4039,8205
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,12883,20858,563,16742,2693,1126,31,99.76488052,66,260814,72684,207741,61566,44457,11266,19071,6111,12652
17471,1536,1817,1767,1653,2594,3222,2211,1121,15617,301,34,17471,1316,3622,5524,2569,7663,7257,406,6.712439162,0,17658,6311,14643,5686,3851,1275,1843,561,1327
87606,10365,9423,10359,10207,10981,13534,8602,3907,75494,1945,0,87606,8101,15925,22532,15140,39715,38151,1564,33.65863117,14,87497,24313,68893,26895,19635,5888,8749,2543,5676
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,105.5659863,24,267390,40383,194177,90230,70486,13508,24850,6602,12913
8777,932,843,898,908,1162,1520,1095,509,7751,113,29,8777,974,2185,2536,1631,3179,2939,240,3.372164073,0,9017,3106,7069,3110,2114,725,994,297,714
14250,1393,2009,2035,1818,2099,2014,951,403,12879,314,48,14250,1131,2290,3545,1312,8524,8196,328,5.474916036,2,14058,2723,11642,4155,3225,731,1112,328,713
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,167.3572334,27,433168,76257,321760,119010,90415,20253,36143,10298,20306
139417,14850,17095,17426,17834,18981,17612,11427,296,116845,31,0,139417,396,17644,31629,11829,2693,1126,2181,53.56465747,32,141005,33686,110617,38332,27875,6530,11153,3299,6960
99696,8919,8796,10804,10748,13917,18652,12140,5845,93094,1417,0,99696,4386,13945,29692,10171,48870,47176,1694,38.3036652,10,98838,33612,82625,30103,18260,6179,8799,2857,6567
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,1224.06367,651,3155816,598030,2487180,795595,537231,126211,250520,68201,137712
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,151.0496677,70,374985,92327,305708,92018,66644,17509,27480,8691,18030
18804,1690,1640,1907,1731,2703,3784,2466,1012,17071,219,28,18804,874,3638,6528,2317,7848,7260,588,7.224583939,0,18724,6935,15631,5836,4033,1293,1864,573,1336
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,941.5925806,351,2355002,437180,1834632,700860,528374,111414,215186,57180,110912
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,592.049736,396,1495400,279005,1177066,435403,333110,70125,123474,34526,68109
61537,8382,8227,8463,7839,8110,6221,3349,1821,54070,31,0,61537,7658,9440,13492,5294,30869,29308,1561,23.64280057,8,58671,10074,45710,16694,12936,2544,4857,1332,2562
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,834.339936,410,2121220,330448,1599325,725284,554966,95615,204266,49429,93262
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,1284.535942,570,3283665,604412,2620956,893601,631650,133740,251137,70932,139723
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,339.3698743,337,864263,179193,764613,182564,128455,28886,67258,17872,35077
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,289.1754599,121,724153,123774,548344,238078,182599,34614,66030,17092,34534
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,109.1179581,46,280119,70097,234010,87874,63417,14700,22537,6945,14743
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,295.6627551,131,763450,161619,611162,200387,131400,26186,58053,15505,30855
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,171.5577426,82,442996,86816,347740,109649,87978,19989,33512,10194,20408
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,744.4233729,313,1911226,338720,1513143,426522,289010,57548,143158,35804,67657
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,28222,563,502,2693,1126,31,105.3700419,22,273263,57232,221403,62929,46273,13091,20316,6334,12721
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,11606,31314,563,502,2693,1126,31,69.17220232,81,178919,47900,141456,52083,37627,11516,15832,4876,10904
2987,272,238,262,297,448,627,413,185,2783,22,4,2987,156,620,1118,392,1278,1201,77,1.147619242,0,2885,986,2507,1039,702,231,335,101,239
43724,4781,4267,4653,4371,5623,7725,5043,2308,37631,688,154,43724,3181,8118,13330,7396,17410,16244,1166,16.79896342,4,43530,14018,34922,14232,9918,3241,4500,1387,3211
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,171.5896316,92,434981,90069,347870,125524,94273,19582,38175,10260,19834
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,192.0800332,82,500943,124291,401746,138277,101642,25187,40587,12111,25091
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,211.2414709,88,535684,92698,401014,163760,131934,27606,44773,12740,26086
96807,13487,13217,12641,11232,11853,10012,6513,3993,70515,31,0,96807,396,14879,22621,13011,45477,42085,31,37.19369801,0,95583,19219,71748,29364,19731,5158,8696,2351,4995
63916,8320,7528,7332,6966,8722,8115,5619,2904,57718,912,144,63916,6766,13319,16540,10749,25626,24176,1450,24.55682339,8,63247,15876,48553,22722,16605,4555,6289,1864,4221
12535,1124,1041,1254,1307,1886,2527,1520,664,10906,180,28,12535,932,3325,3744,2656,4707,4439,268,4.816005088,0,13037,4734,10395,4630,3129,1084,1492,443,1071
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,178.985955,51,458809,69266,323013,138599,113055,23820,42445,11444,22248
54539,4951,6055,6349,5731,7236,9402,6406,3256,49268,759,157,54539,3936,11680,17269,6417,21339,20357,982,20.95413654,6,53899,17942,45381,17014,12207,3726,5265,1627,3758
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,326.9454649,139,847834,167777,656414,221125,156883,36831,63672,19164,38571
14523,331,374,532,389,1635,488,11676,296,2795,31,0,14523,396,23271,563,502,2693,1126,31,84.68177499,14,212605,34981,174175,56520,42673,8967,15603,4515,8848
78041,12429,11764,11427,8458,8771,7832,4334,2041,61101,31,0,78041,8478,10898,19959,13256,29078,27215,1863,29.98371385,24,74644,12327,56484,22156,15872,4022,6143,1732,3658
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,244.7196738,168,487850,69778,376092,138673,114332,19988,30901,9703,18745
16683,2296,3089,2037,1581,1756,1642,982,510,14559,274,42,16683,1287,2598,3157,2954,8447,8095,352,7.975998338,6,16345,2952,12671,4685,3624,796,1323,404,809
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,311.340272,127,626612,111767,497818,158097,116987,24067,39382,12223,23641
13765,1325,1156,1455,1470,2057,2748,1623,540,12660,165,18,13765,781,2102,3101,1525,6928,6692,236,6.580927718,0,12592,4283,11280,3850,2685,782,1162,383,861
3585,434,374,376,341,458,520,354,296,3364,14,0,3585,398,714,923,678,2229,2188,41,1.713957564,0,3581,1178,2783,1180,771,260,335,114,273
5882,450,981,887,874,743,699,460,271,5008,83,7,5882,646,2208,1120,1353,2017,1953,64,2.812133443,0,5806,1296,5005,2010,1456,383,594,176,402
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,10380,25800,563,502,2693,1126,31,155.895078,72,316782,59425,264127,58146,40147,11518,17331,6072,12104
69267,8062,9219,10126,10404,8628,7047,4185,2199,60960,31,87,69267,1460,6667,12122,3364,39816,38651,1165,33.11595498,20,64283,11264,53262,14889,11611,2198,3473,1179,2376
20027,1586,2194,2509,2371,2753,3584,2239,1047,18815,174,17,20027,1070,4038,4930,2023,9708,9447,261,9.574735882,2,18818,6312,17018,6107,4016,1185,1654,554,1271
1876,286,170,224,181,260,275,138,105,1789,17,1,1876,125,460,427,230,1166,1145,21,0.896899412,0,2127,380,1399,509,361,105,140,46,107
9605,754,901,1206,1364,1635,1735,895,278,9068,97,6,9605,123,1536,2270,686,6075,5891,184,4.592067616,0,9257,2454,8157,2543,1901,453,680,223,492
8200,1125,919,916,840,1005,1089,700,365,7519,82,15,8200,711,1717,1804,1747,4080,3901,179,3.92034924,0,8147,2034,6074,2494,1774,452,867,253,526
3828,367,366,367,337,530,708,494,231,3375,58,10,3828,579,640,956,964,1910,1828,82,1.830133767,0,3628,1272,3104,1467,944,293,571,165,360
5858,353,1140,1098,1007,744,555,357,188,4828,72,1,5858,590,1615,1297,1341,1533,1466,67,2.80065925,0,5514,1074,5171,2178,1650,377,577,168,374
4954,347,369,383,443,777,1314,698,218,4680,26,1,4954,253,754,1261,576,2106,2029,77,2.368464651,0,4505,2092,4269,1532,1037,348,498,162,382
30953,3221,2924,3181,3201,4111,5326,3565,1853,29377,261,29,30953,2130,8446,6857,4429,14851,14266,585,14.7983622,6,30217,9773,24756,9339,6412,2243,2971,978,2312
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,342.5486424,227,678467,109403,576566,168134,130304,26425,40637,13941,26398
2074,206,171,201,241,299,358,246,111,1940,5,2,2074,115,539,454,265,1197,1163,34,0.991561503,0,1736,537,1659,661,453,140,191,62,150
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,4347,26287,563,8975,2693,1126,31,163.8782477,54,320940,50139,253798,67003,50506,9634,15574,5346,10518
54993,6196,7277,8827,8511,7513,6104,2842,814,51910,722,54,54993,4075,5979,9672,3673,36207,35218,989,26.29167875,5,53726,8107,43005,11906,9805,1980,2987,994,2017
26282,2738,2371,2680,3445,4810,4136,1906,621,24823,296,52,26282,595,4374,6449,1312,14963,14538,425,12.56519741,0,24553,5592,20564,6408,4730,1212,1666,552,1191
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,341.2883936,95,674826,116223,541792,171626,131114,27263,40673,13522,27140
48021,4132,5857,6841,6063,6676,6966,4605,2364,43817,467,34,48021,3539,14477,11733,6525,15342,14544,798,22.95842572,4,46601,12609,40182,17140,12416,3216,4305,1366,3160
59770,8334,7394,8655,7862,7724,6980,3205,1470,56127,557,109,59770,4740,11076,11329,4946,32479,31436,1043,28.57552123,5,57945,10202,44698,14458,10772,2581,3592,1156,2453
6121,447,495,729,1005,1187,1132,420,109,5718,97,15,6121,114,1035,1731,410,3731,3636,95,2.92639728,0,5793,1583,5169,1611,1220,282,415,133,291
15525,1299,1866,2122,1927,2378,2727,1213,366,14758,134,28,15525,512,3016,3556,1219,9917,9651,266,7.422368531,0,14793,3858,12916,3849,2803,821,1120,367,824
17246,1544,3549,2395,2161,1971,1996,989,348,16208,139,4,17246,296,1687,2738,1678,11012,10727,285,8.24516378,0,16215,2905,14315,3835,2849,688,956,331,694
811,68,71,71,77,114,155,131,43,764,6,0,811,45,186,176,69,459,447,12,0.387732102,0,820,329,685,240,160,49,71,24,56
6889,562,539,612,649,992,1401,967,494,6129,66,19,6889,442,1486,2136,1459,2619,2448,171,3.293571453,0,6498,2568,5767,2411,1557,475,777,244,558
1399,131,140,155,178,216,251,132,68,1329,10,0,1399,120,287,398,188,1029,1002,27,0.668849828,0,1372,398,1160,454,299,94,124,40,94
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,277.4043903,94,564029,124374,465718,139023,103855,23563,33878,11726,23840
1383,187,157,132,134,197,205,120,104,1334,3,5,1383,39,361,347,188,963,946,17,0.661200366,0,1368,370,1074,402,278,89,117,39,93
7163,982,781,860,725,915,900,601,406,6829,47,15,7163,622,2033,1714,900,4487,4396,91,3.424568489,0,7846,1873,5343,2176,1453,412,547,179,415
7824,836,1234,1215,1024,992,993,422,192,7280,53,4,7824,792,1482,1333,970,4894,4765,129,3.740586885,0,7481,1439,6263,2221,1741,402,602,188,400
56310,5722,7154,7982,6975,7617,8267,4118,1775,49772,428,46,56310,1966,7980,12102,5005,32091,31120,971,26.92132509,11,54469,12490,45626,14847,10038,2553,3561,1225,2593
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,9389,516,563,502,2693,1126,31,167.5796311,55,330976,67199,281815,69465,55799,13702,19166,6881,14016
14503,1407,1697,1582,1492,1915,2321,1595,792,13097,175,19,14503,1270,2998,4101,2626,6572,6261,311,6.93375915,0,14151,4307,11776,4870,3380,886,1513,459,1003
5610,608,830,814,674,758,604,436,284,5034,55,5,5610,393,2164,995,744,2494,2433,61,2.68209259,0,5520,1200,4478,1716,1218,324,434,137,323
21528,2260,3356,2983,2535,2700,2598,1556,1091,19749,213,25,21528,1540,4816,5352,2674,11287,10958,329,10.29235103,4,21885,5056,17533,6735,5102,1234,1644,542,1221
153207,17889,19506,532,16902,19048,488,12498,296,2795,1537,0,153207,10188,28023,563,502,2693,1126,31,73.24694464,44,148798,35763,120162,42033,33285,8380,10939,3765,8383
776,69,55,85,78,120,169,107,41,747,4,0,776,23,138,269,72,507,494,13,0.370998904,0,834,394,661,228,155,45,66,22,51
13188,1872,1523,1742,1508,1750,1682,875,416,12469,98,11,13188,803,3570,2960,1614,7579,7302,277,6.305068998,0,13056,2777,9770,3444,2570,707,943,296,668
